,open,high,low,close,volume,pct_chg,ret
2007-01-04,1213.091,1214.3038,1204.7669,1205.2846,203537200.0,-3.36205408,-0.0336205408
2007-01-05,1184.3857,1193.0101,1184.3857,1192.4381,172407800.0,-1.06584785,-0.010658478499999999
2007-01-08,1184.2485,1185.7715,1179.1925,1180.6854,149285200.0,-0.98560252,-0.0098560252
2007-01-09,1181.4325,1190.2926,1181.1305,1187.4564,197168800.0,0.57348045,0.0057348045
2007-01-10,1185.4316,1199.6635,1185.4316,1199.6635,174204600.0,1.02800406,0.0102800406
2007-01-11,1206.7243,1210.1366,1199.7971,1199.9795,210065600.0,0.02634072,0.0002634072
2007-01-12,1202.5426,1202.5426,1190.4842,1190.4842,181986600.0,-0.79128852,-0.0079128852
2007-01-15,1216.4247,1223.9602,1215.7253,1219.1111,184977000.0,2.40464342,0.0240464342
2007-01-16,1217.7421,1217.7421,1198.1239,1198.7902,253938800.0,-1.66686203,-0.016668620300000003
2007-01-17,1199.4223,1206.996,1199.4223,1204.3913,197099800.0,0.46722938,0.0046722938
2007-01-18,1209.8251,1210.8762,1205.6152,1209.7751,232217800.0,0.44701419,0.004470141899999999
2007-01-19,1192.4362,1192.9959,1182.2823,1187.2115,207126000.0,-1.86510699,-0.018651069899999997
2007-01-22,1186.9768,1198.2804,1186.9768,1197.6089,157687000.0,0.8757833,0.008757833
2007-01-23,1198.3607,1203.7169,1196.3362,1200.4291,139472600.0,0.23548589,0.0023548589
2007-01-24,1213.3279,1218.0268,1210.6573,1210.9623,193299200.0,0.8774529,0.008774529
2007-01-25,1215.021,1218.5206,1213.5115,1214.829,189936000.0,0.31930804,0.0031930804
2007-01-26,1218.4701,1218.4701,1207.4576,1208.5903,205167000.0,-0.51354553,-0.0051354553
2007-01-29,1214.3456,1220.6001,1214.3456,1220.6001,141570000.0,0.99370316,0.0099370316
2007-01-30,1204.2229,1206.4783,1200.8559,1201.5735,175609600.0,-1.55879063,-0.0155879063
2007-01-31,1213.8116,1216.6888,1211.6996,1215.4954,171417600.0,1.15863907,0.0115863907
2007-02-01,1220.3356,1222.7191,1219.7762,1221.9633,157561800.0,0.53212048,0.0053212048
2007-02-02,1213.3566,1216.7695,1211.105,1216.3515,165603800.0,-0.45924456,-0.0045924456
2007-02-05,1214.2345,1216.0446,1208.5941,1210.2755,144391400.0,-0.49952666,-0.0049952666
2007-02-06,1208.0903,1215.2148,1207.7449,1214.8484,142063600.0,0.37783959,0.0037783959000000002
2007-02-07,1219.4104,1224.8316,1217.06,1223.3657,156851800.0,0.70109982,0.0070109982
2007-02-08,1218.9372,1219.5445,1213.239,1213.239,140308600.0,-0.82777374,-0.0082777374
2007-02-09,1221.5249,1226.4704,1221.5249,1226.1649,146785000.0,1.06540426,0.0106540426
2007-02-12,1230.3067,1231.084,1227.112,1230.0241,130244600.0,0.31473744,0.0031473744
2007-02-13,1221.8709,1223.5013,1218.3934,1222.7376,121448400.0,-0.59238677,-0.005923867699999999
2007-02-14,1237.33,1237.7464,1234.949,1234.949,100405600.0,0.99869342,0.0099869342
2007-02-15,1231.1419,1237.9538,1229.8874,1236.6464,115239200.0,0.13744697,0.0013744697
2007-02-16,1238.4714,1247.6268,1238.4714,1247.6268,103040200.0,0.88791752,0.0088791752
2007-02-26,1270.6419,1279.6217,1269.0761,1277.0554,214957400.0,2.35876626,0.0235876626
2007-02-27,1281.8798,1281.8798,1270.5194,1270.5194,151139600.0,-0.51180239,-0.005118023900000001
2007-02-28,1251.7569,1264.0145,1251.7569,1263.4472,212705400.0,-0.55663849,-0.0055663849
2007-03-01,1266.0505,1270.0108,1258.0328,1260.4698,186150200.0,-0.23565686,-0.0023565686
2007-03-02,1254.5304,1259.9635,1254.5304,1259.6941,158221200.0,-0.06154055,-0.0006154055
2007-03-05,1250.7764,1252.4255,1238.4089,1240.1082,169850600.0,-1.55481398,-0.015548139800000001
2007-03-06,1245.5925,1255.9339,1245.5925,1255.2225,152963400.0,1.21878881,0.012187888099999999
2007-03-07,1254.7811,1255.0928,1249.4811,1253.1693,139951800.0,-0.16357259,-0.0016357258999999999
2007-03-08,1262.7759,1264.6248,1259.5847,1262.8927,157702200.0,0.77590474,0.0077590474
2007-03-09,1262.3264,1262.3264,1253.6353,1254.8,185122200.0,-0.64080662,-0.0064080662
2007-03-12,1251.6823,1257.3193,1251.6823,1256.8479,141492200.0,0.16320529,0.0016320529
2007-03-13,1261.6531,1263.511,1260.7674,1261.396,143799000.0,0.36186558,0.0036186558000000004
2007-03-14,1252.9681,1254.8723,1248.468,1252.5428,145985000.0,-0.70185731,-0.0070185731
2007-03-15,1254.047,1260.0982,1254.047,1260.0982,134796000.0,0.60320494,0.0060320494
2007-03-16,1265.5695,1266.6019,1260.6961,1266.6019,106018200.0,0.51612644,0.0051612644
2007-03-19,1267.7019,1267.9618,1264.3168,1265.1508,115981000.0,-0.11456638,-0.0011456638
2007-03-20,1268.8313,1271.6448,1268.8313,1271.1667,113052800.0,0.47550853,0.0047550853
2007-03-21,1271.087,1272.0532,1266.7051,1266.8224,119834000.0,-0.34175691,-0.0034175691
2007-03-22,1271.5202,1273.4184,1267.7496,1269.8571,107279800.0,0.23955213,0.0023955213
2007-03-23,1274.5489,1277.2677,1273.535,1277.2677,98834200.0,0.58357747,0.005835774700000001
2007-03-26,1274.9111,1277.5347,1272.5351,1276.7697,120237000.0,-0.03898948,-0.0003898948
2007-03-27,1275.2387,1281.8495,1274.2895,1277.6429,117268000.0,0.06839135,0.0006839135
2007-03-28,1276.7329,1279.5077,1273.8318,1278.7242,126713200.0,0.08463241,0.0008463241
2007-03-29,1280.2299,1280.6785,1276.9112,1277.5175,117268600.0,-0.0943675,-0.000943675
2007-03-30,1286.7917,1295.3722,1286.7917,1295.3718,139260800.0,1.39757772,0.0139757772
2007-04-02,1280.1375,1289.2617,1280.1375,1287.2161,219729400.0,-0.62960302,-0.0062960302
2007-04-03,1295.7229,1296.9201,1293.7767,1294.9352,155687800.0,0.59967398,0.0059967398
2007-04-04,1301.36,1302.5073,1299.5824,1301.5359,120334400.0,0.50973207,0.0050973207
2007-04-05,1302.5342,1303.7714,1301.5279,1301.5279,115141200.0,-0.00061466,-6.1466e-06
2007-04-06,1300.4383,1305.6047,1299.1388,1305.5671,146183600.0,0.31034294,0.0031034294
2007-04-09,1311.6875,1327.308,1311.6875,1325.0271,224207200.0,1.49054001,0.014905400099999999
2007-04-10,1322.7978,1329.0602,1318.7826,1321.2704,178434600.0,-0.28351873,-0.0028351873
2007-04-11,1323.2565,1325.6057,1315.6296,1321.9654,154358000.0,0.05260089,0.0005260089
2007-04-12,1326.0561,1329.1947,1321.0951,1326.2398,198069800.0,0.32333675,0.0032333675
2007-04-13,1316.7296,1320.9361,1311.2647,1313.1608,183463600.0,-0.98617158,-0.0098617158
2007-04-16,1317.4302,1324.2422,1317.4302,1323.6331,195692400.0,0.79748802,0.0079748802
2007-04-17,1322.2394,1324.9808,1313.9802,1314.0407,182944400.0,-0.72470234,-0.0072470234
2007-04-18,1322.7487,1323.7921,1309.2713,1315.6091,247239800.0,0.11935703,0.0011935703
2007-04-19,1315.4862,1316.6705,1295.4981,1301.5346,250088800.0,-1.06980865,-0.010698086499999999
2007-04-20,1304.3933,1304.3933,1292.0473,1299.6435,201321200.0,-0.14529771,-0.0014529770999999999
2007-04-23,1304.0057,1307.4612,1293.9284,1296.9405,190278200.0,-0.20798011,-0.0020798011
2007-04-24,1304.2947,1304.2947,1295.24,1300.554,162960800.0,0.27861725,0.0027861724999999997
2007-04-25,1288.7467,1290.729,1283.5907,1288.3263,185683000.0,-0.94019164,-0.0094019164
2007-04-26,1299.4282,1302.1762,1297.27,1300.0672,204936400.0,0.91132968,0.0091132968
2007-04-27,1285.7784,1286.1342,1281.3441,1284.5253,166152600.0,-1.19546897,-0.0119546897
2007-04-30,1285.1099,1295.8473,1284.0402,1295.8135,128803200.0,0.87878378,0.0087878378
2007-05-08,1300.2507,1302.9965,1299.1601,1301.6372,131810000.0,0.44942424,0.0044942424
2007-05-09,1307.0427,1310.5738,1305.8732,1306.7898,151265000.0,0.39585531,0.0039585531000000005
2007-05-10,1303.8418,1303.8418,1294.4155,1297.9392,146015400.0,-0.67727801,-0.0067727800999999995
2007-05-11,1284.3507,1285.1354,1280.7295,1282.1516,153969600.0,-1.21635898,-0.012163589800000001
2007-05-14,1291.0327,1294.5664,1286.7334,1288.9737,179393600.0,0.53208217,0.0053208217000000006
2007-05-15,1279.269,1279.269,1271.2917,1272.7053,174612600.0,-1.2621204,-0.012621203999999999
2007-05-16,1283.0443,1288.1831,1277.7043,1287.9339,184304600.0,1.19655351,0.0119655351
2007-05-17,1280.3842,1280.3842,1271.2998,1271.3277,198461200.0,-1.28936741,-0.0128936741
2007-05-18,1264.3898,1267.9273,1258.9525,1261.738,201485400.0,-0.75430591,-0.0075430591
2007-05-21,1261.3672,1285.3134,1259.9677,1284.9846,193934200.0,1.84242687,0.0184242687
2007-05-22,1288.3848,1293.0821,1282.2648,1282.2648,190410400.0,-0.21166012,-0.0021166012
2007-05-23,1282.2648,1282.2648,1268.1594,1271.6323,198617600.0,-0.8291969,-0.008291969
2007-05-24,1271.6323,1281.4602,1271.6323,1277.3191,182289800.0,0.44720475,0.0044720474999999996
2007-05-25,1262.8168,1270.0388,1261.631,1268.2814,187578400.0,-0.70755225,-0.0070755225
2007-05-28,1277.4251,1280.1388,1276.4088,1276.6844,171390600.0,0.66255012,0.0066255012
2007-05-29,1279.9114,1280.5318,1264.4359,1264.4359,192298600.0,-0.95939921,-0.009593992099999999
2007-05-30,1258.0864,1260.1018,1251.8031,1252.8719,209748000.0,-0.91455803,-0.009145580300000001
2007-05-31,1259.5662,1265.069,1257.6835,1264.56,181774600.0,0.93290463,0.0093290463
2007-06-01,1267.0938,1270.9571,1263.7824,1267.8563,206951000.0,0.26066774,0.0026066773999999997
2007-06-04,1268.8243,1272.6223,1267.3782,1268.5685,195136800.0,0.05617356,0.0005617355999999999
2007-06-05,1283.3737,1283.3737,1273.6951,1283.0633,166625600.0,1.14261075,0.0114261075
2007-06-06,1281.6264,1285.6423,1280.8528,1281.8472,218878200.0,-0.09478098,-0.0009478098
2007-06-07,1272.6368,1278.1127,1270.8787,1272.1765,226100400.0,-0.75443469,-0.007544346899999999
2007-06-08,1262.2238,1274.0173,1261.1958,1261.1958,227154400.0,-0.86314281,-0.0086314281
2007-06-11,1257.2146,1260.7271,1252.4685,1258.6428,235531600.0,-0.20242693,-0.0020242693
2007-06-12,1248.9289,1264.1968,1248.9289,1249.0808,237593400.0,-0.7597072,-0.007597072
2007-06-13,1245.3869,1246.7139,1239.5763,1243.2761,258107200.0,-0.46471773,-0.0046471773
2007-06-14,1246.7409,1251.2152,1245.2035,1245.2035,228850600.0,0.1550259,0.001550259
2007-06-15,1244.6767,1251.9027,1242.5313,1244.2545,201366400.0,-0.07621244,-0.0007621244
2007-06-18,1258.1323,1259.3035,1253.1041,1259.3035,248857800.0,1.20947925,0.0120947925
2007-06-19,1252.742,1255.7359,1251.2961,1251.9842,243267200.0,-0.58121811,-0.0058121811
2007-06-20,1246.7029,1249.56,1242.8091,1245.9502,230080200.0,-0.48195496,-0.0048195495999999996
2007-06-21,1248.3686,1248.9557,1245.1359,1248.6949,198422200.0,0.2202897,0.002202897
2007-06-22,1242.1079,1244.4981,1240.7052,1244.4981,183690200.0,-0.33609491,-0.0033609491000000003
2007-06-25,1239.7873,1242.8452,1237.3508,1239.087,190559000.0,-0.43480179,-0.0043480179
2007-06-26,1232.3911,1241.2868,1228.7297,1229.8093,256762200.0,-0.74875291,-0.0074875291
2007-06-27,1214.8091,1224.0609,1214.1486,1214.9291,281947400.0,-1.20995995,-0.0120995995
2007-06-28,1223.4778,1223.4778,1215.4138,1222.8088,242784200.0,0.64857283,0.0064857283
2007-06-29,1226.5983,1229.2892,1223.7553,1226.7231,203822800.0,0.32010728,0.0032010728
2007-07-02,1235.3641,1238.3732,1230.4162,1238.2767,257883200.0,0.94182624,0.0094182624
2007-07-03,1242.0906,1248.1182,1241.8548,1247.6603,224747200.0,0.75779509,0.0075779509
2007-07-04,1245.8887,1246.2055,1238.9638,1238.9638,277322000.0,-0.69702466,-0.0069702466
2007-07-05,1244.0793,1245.7167,1241.0525,1242.9072,231315600.0,0.3182821,0.003182821
2007-07-06,1243.1157,1244.9737,1240.0963,1240.4579,183877400.0,-0.19706218,-0.0019706218
2007-07-09,1241.5655,1246.1257,1241.0177,1244.0647,214761600.0,0.2907636,0.002907636
2007-07-10,1246.4402,1246.9801,1238.0532,1238.0532,231381200.0,-0.48321442,-0.0048321442
2007-07-11,1238.9718,1239.7415,1235.6025,1236.9598,296533400.0,-0.08831608,-0.0008831608000000001
2007-07-12,1239.115,1245.99,1235.9665,1245.3796,299516200.0,0.68068501,0.0068068501
2007-07-13,1242.1309,1242.2685,1238.3548,1240.5191,276468200.0,-0.39028261,-0.0039028261
2007-07-16,1243.1897,1244.2144,1236.944,1244.2144,232013600.0,0.29788336,0.0029788336
2007-07-17,1233.5229,1237.695,1233.5229,1236.0068,221114600.0,-0.65966123,-0.0065966123
2007-07-18,1232.6493,1236.7146,1232.6493,1235.2302,216329200.0,-0.06283137,-0.0006283136999999999
2007-07-19,1240.6834,1241.961,1238.7208,1239.8388,208812200.0,0.37309645,0.0037309645000000004
2007-07-20,1240.067,1258.5329,1240.067,1258.5329,227817600.0,1.50778472,0.015077847200000001
2007-07-23,1256.4405,1268.8591,1254.0852,1261.3081,217748200.0,0.22051072,0.0022051072
2007-07-24,1252.5235,1253.3008,1247.6001,1250.4666,260750400.0,-0.85954415,-0.0085954415
2007-07-25,1250.8092,1251.3095,1245.9646,1251.3095,234746000.0,0.06740684,0.0006740683999999999
2007-07-26,1250.4462,1261.4634,1249.2074,1261.0619,266111600.0,0.77937553,0.0077937553
2007-07-27,1253.5009,1259.7295,1252.4616,1252.8828,227300800.0,-0.6485883,-0.0064858830000000004
2007-07-30,1265.7655,1268.2718,1255.942,1268.2718,256110400.0,1.22828727,0.012282872700000001
2007-07-31,1275.8078,1280.2151,1274.1584,1280.2151,296456000.0,0.94169877,0.0094169877
2007-08-01,1287.4489,1287.4489,1270.1532,1270.1532,349619600.0,-0.78595386,-0.0078595386
2007-08-02,1275.2903,1276.5766,1269.863,1276.5766,288167200.0,0.50571852,0.0050571852
2007-08-03,1276.8244,1284.1432,1276.8244,1284.1432,391440800.0,0.59272589,0.005927258899999999
2007-08-06,1271.0769,1279.6491,1269.3723,1279.6491,379866200.0,-0.34996876,-0.0034996876
2007-08-07,1280.6429,1281.8195,1270.9677,1270.9677,287122600.0,-0.67842036,-0.006784203599999999
2007-08-08,1275.3766,1275.4681,1271.8499,1273.2896,320860800.0,0.18268757,0.0018268757
2007-08-09,1273.2302,1281.9143,1273.2302,1281.9143,307453400.0,0.67735572,0.0067735571999999996
2007-08-10,1271.7835,1274.933,1269.4496,1274.483,350448400.0,-0.57970334,-0.0057970334
2007-08-13,1278.1487,1288.0348,1277.4047,1284.1698,401292400.0,0.76005722,0.0076005722
2007-08-14,1280.7756,1282.6721,1278.3732,1281.7146,408290600.0,-0.19118967,-0.0019118967
2007-08-15,1275.5439,1279.7137,1272.8155,1273.1962,389381600.0,-0.66460973,-0.0066460973
2007-08-16,1268.6872,1270.8321,1258.3515,1260.842,338579400.0,-0.97032963,-0.0097032963
2007-08-17,1230.5892,1239.3284,1230.5046,1233.7142,402567000.0,-2.15156221,-0.0215156221
2007-08-20,1243.5369,1254.7542,1243.5369,1254.7542,284385400.0,1.70541929,0.0170541929
2007-08-21,1254.9368,1259.7043,1254.9368,1256.6564,282581600.0,0.15159941,0.0015159941
2007-08-22,1254.1555,1255.9585,1251.1058,1254.8227,315057600.0,-0.14591896,-0.0014591895999999998
