S_INFO_WINDCODE,ETF_CLASS_NAME,FUND_NAME,FUND_FULLNAME,FUND_MANAGER,S_INFO_INDEXWINDCODE,ENTRY_DT,REMOVE_DT
520820.SH,跨境主题指数ETF,恒生港股通ETF,汇添富恒指港股通交易型开放式指数证券投资基金,汇添富基金,HSISC.HI,20251119,
520820.SH,跨境ETF,恒生港股通ETF,汇添富恒指港股通交易型开放式指数证券投资基金,汇添富基金,HSISC.HI,20251119,
159142.SZ,主题指数ETF,科创创业人工智能ETF景顺,景顺长城中证科创创业人工智能交易型开放式指数证券投资基金,景顺长城基金,932456.CSI,20251205,
159142.SZ,股票型ETF,科创创业人工智能ETF景顺,景顺长城中证科创创业人工智能交易型开放式指数证券投资基金,景顺长城基金,932456.CSI,20251205,
159141.SZ,主题指数ETF,科创创业人工智能ETF永赢,永赢中证科创创业人工智能交易型开放式指数证券投资基金,永赢基金,932456.CSI,20251203,
159141.SZ,股票型ETF,科创创业人工智能ETF永赢,永赢中证科创创业人工智能交易型开放式指数证券投资基金,永赢基金,932456.CSI,20251203,
520530.SH,跨境ETF,港股通科技ETF东财,西藏东财中证港股通科技交易型开放式指数证券投资基金,东财基金,931573.CSI,20251118,
520530.SH,跨境主题指数ETF,港股通科技ETF东财,西藏东财中证港股通科技交易型开放式指数证券投资基金,东财基金,931573.CSI,20251118,
159253.SZ,行业指数ETF,中证银行ETF,博时中证银行交易型开放式指数证券投资基金,博时基金,399986.SZ,20251127,
159253.SZ,股票型ETF,中证银行ETF,博时中证银行交易型开放式指数证券投资基金,博时基金,399986.SZ,20251127,
563510.SH,策略指数ETF,A500红利低波ETF,易方达中证A500红利低波动交易型开放式指数证券投资基金,易方达基金,932422.CSI,20251117,
563510.SH,股票型ETF,A500红利低波ETF,易方达中证A500红利低波动交易型开放式指数证券投资基金,易方达基金,932422.CSI,20251117,
520590.SH,跨境行业指数ETF,恒生科技ETF鹏华,鹏华恒生科技交易型开放式指数证券投资基金(QDII),鹏华基金,HSTECH.HI,20251117,
520590.SH,跨境ETF,恒生科技ETF鹏华,鹏华恒生科技交易型开放式指数证券投资基金(QDII),鹏华基金,HSTECH.HI,20251117,
159118.SZ,跨境策略指数ETF,港股通红利低波ETF基金,华夏标普港股通低波红利交易型开放式指数证券投资基金,华夏基金,SPAHLVHP.SPI,20251117,
159130.SZ,跨境行业指数ETF,恒生生物科技ETF鹏华,鹏华恒生生物科技交易型开放式指数证券投资基金,鹏华基金,HSBIO.HI,20251119,
159130.SZ,跨境ETF,恒生生物科技ETF鹏华,鹏华恒生生物科技交易型开放式指数证券投资基金,鹏华基金,HSBIO.HI,20251119,
159118.SZ,跨境ETF,港股通红利低波ETF基金,华夏标普港股通低波红利交易型开放式指数证券投资基金,华夏基金,SPAHLVHP.SPI,20251117,
159123.SZ,股票型ETF,光伏ETF嘉实,嘉实中证光伏产业交易型开放式指数证券投资基金,嘉实基金,931151.CSI,20251119,
159123.SZ,主题指数ETF,光伏ETF嘉实,嘉实中证光伏产业交易型开放式指数证券投资基金,嘉实基金,931151.CSI,20251119,
515730.SH,股票型ETF,家居家电ETF,永赢中证家居家电交易型开放式指数证券投资基金,永赢基金,931241.CSI,20251114,
159133.SZ,股票型ETF,化工ETF天弘,天弘中证细分化工产业主题交易型开放式指数证券投资基金,天弘基金,000813.CSI,20251117,
515730.SH,主题指数ETF,家居家电ETF,永赢中证家居家电交易型开放式指数证券投资基金,永赢基金,931241.CSI,20251114,
159133.SZ,主题指数ETF,化工ETF天弘,天弘中证细分化工产业主题交易型开放式指数证券投资基金,天弘基金,000813.CSI,20251117,
520950.SH,跨境规模指数ETF,港股通50ETF摩根,摩根恒生港股通50交易型开放式指数证券投资基金,摩根基金,HSSC50.HI,20251029,
520950.SH,跨境ETF,港股通50ETF摩根,摩根恒生港股通50交易型开放式指数证券投资基金,摩根基金,HSSC50.HI,20251029,
159108.SZ,主题指数ETF,工业软件ETF,博时国证工业软件主题交易型开放式指数证券投资基金,博时基金,980034.CNI,20251112,
159108.SZ,股票型ETF,工业软件ETF,博时国证工业软件主题交易型开放式指数证券投资基金,博时基金,980034.CNI,20251112,
159121.SZ,跨境ETF,恒生汽车ETF,易方达恒生港股通汽车主题交易型开放式指数证券投资基金,易方达基金,HSSCAM.HI,20251114,
159121.SZ,跨境主题指数ETF,恒生汽车ETF,易方达恒生港股通汽车主题交易型开放式指数证券投资基金,易方达基金,HSSCAM.HI,20251114,
512620.SH,股票型ETF,农业ETF天弘,天弘中证农业主题交易型开放式指数证券投资基金,天弘基金,000949.CSI,20251112,
512620.SH,主题指数ETF,农业ETF天弘,天弘中证农业主题交易型开放式指数证券投资基金,天弘基金,000949.CSI,20251112,
159127.SZ,跨境主题指数ETF,港股通红利ETF南方,南方中证港股通高股息投资交易型开放式指数证券投资基金,南方基金,930914.CSI,20251112,
159127.SZ,跨境ETF,港股通红利ETF南方,南方中证港股通高股息投资交易型开放式指数证券投资基金,南方基金,930914.CSI,20251112,
515370.SH,主题指数ETF,光伏ETF华夏,华夏中证光伏产业交易型开放式指数证券投资基金,华夏基金,931151.CSI,20251106,
515370.SH,股票型ETF,光伏ETF华夏,华夏中证光伏产业交易型开放式指数证券投资基金,华夏基金,931151.CSI,20251106,
520570.SH,跨境ETF,恒生科技ETF南方,南方恒生科技交易型开放式指数证券投资基金(QDII),南方基金,HSTECH.HI,20251029,
520570.SH,跨境行业指数ETF,恒生科技ETF南方,南方恒生科技交易型开放式指数证券投资基金(QDII),南方基金,HSTECH.HI,20251029,
159129.SZ,股票型ETF,化工ETF嘉实,嘉实中证细分化工产业主题交易型开放式指数证券投资基金,嘉实基金,000813.CSI,20251106,
563530.SH,主题指数ETF,卫星ETF易方达,易方达中证卫星产业交易型开放式指数证券投资基金,易方达基金,931594.CSI,20251105,
563530.SH,股票型ETF,卫星ETF易方达,易方达中证卫星产业交易型开放式指数证券投资基金,易方达基金,931594.CSI,20251105,
159129.SZ,主题指数ETF,化工ETF嘉实,嘉实中证细分化工产业主题交易型开放式指数证券投资基金,嘉实基金,000813.CSI,20251106,
159100.SZ,跨境ETF,巴西ETF,华夏布拉德斯科巴西伊博维斯帕交易型开放式指数证券投资基金(QDII),华夏基金,IBOVESPA.GI,20251105,
159131.SZ,跨境ETF,港股信息技术ETF,华宝中证港股通信息技术综合交易型开放式指数证券投资基金,华宝基金,930967.CSI,20251105,
159131.SZ,跨境行业指数ETF,港股信息技术ETF,华宝中证港股通信息技术综合交易型开放式指数证券投资基金,华宝基金,930967.CSI,20251105,
520870.SH,跨境主题指数ETF,巴西ETF,易方达伊塔乌巴西IBOVESPA交易型开放式指数证券投资基金(QDII),易方达基金,IBOVESPA.GI,20251105,
520870.SH,跨境ETF,巴西ETF,易方达伊塔乌巴西IBOVESPA交易型开放式指数证券投资基金(QDII),易方达基金,IBOVESPA.GI,20251105,
159100.SZ,跨境主题指数ETF,巴西ETF,华夏布拉德斯科巴西伊博维斯帕交易型开放式指数证券投资基金(QDII),华夏基金,IBOVESPA.GI,20251105,
159128.SZ,跨境ETF,港股科技ETF天弘,天弘国证港股通科技交易型开放式指数证券投资基金,天弘基金,987008.CNI,20251031,
159119.SZ,策略指数ETF,800现金流ETF,招商中证800自由现金流交易型开放式指数证券投资基金,招商基金,932368.CSI,20251103,
159128.SZ,跨境主题指数ETF,港股科技ETF天弘,天弘国证港股通科技交易型开放式指数证券投资基金,天弘基金,987008.CNI,20251031,
159120.SZ,跨境行业指数ETF,港股科技30ETF,国联安恒生港股通科技主题交易型开放式指数证券投资基金,国联安基金,HSSCITI.HI,20251105,
159120.SZ,跨境ETF,港股科技30ETF,国联安恒生港股通科技主题交易型开放式指数证券投资基金,国联安基金,HSSCITI.HI,20251105,
159119.SZ,股票型ETF,800现金流ETF,招商中证800自由现金流交易型开放式指数证券投资基金,招商基金,932368.CSI,20251103,
563570.SH,股票型ETF,金融科技ETF兴业,兴业中证金融科技主题交易型开放式指数证券投资基金,兴业基金,930986.CSI,20251029,
563570.SH,主题指数ETF,金融科技ETF兴业,兴业中证金融科技主题交易型开放式指数证券投资基金,兴业基金,930986.CSI,20251029,
520650.SH,跨境主题指数ETF,港股通互联网ETF南方,南方中证港股通互联网交易型开放式指数证券投资基金,南方基金,931637.CSI,20251029,
561660.SH,主题指数ETF,通用航空ETF基金,平安中证通用航空主题交易型开放式指数证券投资基金,平安基金,931855.CSI,20251029,
561660.SH,股票型ETF,通用航空ETF基金,平安中证通用航空主题交易型开放式指数证券投资基金,平安基金,931855.CSI,20251029,
520650.SH,跨境ETF,港股通互联网ETF南方,南方中证港股通互联网交易型开放式指数证券投资基金,南方基金,931637.CSI,20251029,
563380.SH,行业指数ETF,航空航天ETF,华泰柏瑞中证全指航空航天交易型开放式指数证券投资基金,华泰柏瑞基金,932088.CSI,20251029,
563980.SH,股票型ETF,800红利低波ETF,鑫元中证800红利低波动交易型开放式指数证券投资基金,鑫元基金,931848.CSI,20251024,
563980.SH,策略指数ETF,800红利低波ETF,鑫元中证800红利低波动交易型开放式指数证券投资基金,鑫元基金,931848.CSI,20251024,
563380.SH,股票型ETF,航空航天ETF,华泰柏瑞中证全指航空航天交易型开放式指数证券投资基金,华泰柏瑞基金,932088.CSI,20251029,
159125.SZ,跨境主题指数ETF,港股通科技ETF招商,招商国证港股通科技交易型开放式指数证券投资基金,招商基金,987008.CNI,20251024,
159125.SZ,跨境ETF,港股通科技ETF招商,招商国证港股通科技交易型开放式指数证券投资基金,招商基金,987008.CNI,20251024,
563590.SH,股票型ETF,A500红利低波动ETF,国寿安保中证A500红利低波动交易型开放式指数证券投资基金,国寿安保基金,932422.CSI,20251027,
563590.SH,策略指数ETF,A500红利低波动ETF,国寿安保中证A500红利低波动交易型开放式指数证券投资基金,国寿安保基金,932422.CSI,20251027,
159260.SZ,行业指数ETF,证券指数ETF,博时中证全指证券公司交易型开放式指数证券投资基金,博时基金,399975.SZ,20251024,
159295.SZ,规模指数ETF,创业综指ETF西部利得,西部利得创业板综合交易型开放式指数证券投资基金,西部利得基金,399102.SZ,20251023,
159260.SZ,股票型ETF,证券指数ETF,博时中证全指证券公司交易型开放式指数证券投资基金,博时基金,399975.SZ,20251024,
159295.SZ,股票型ETF,创业综指ETF西部利得,西部利得创业板综合交易型开放式指数证券投资基金,西部利得基金,399102.SZ,20251023,
159105.SZ,跨境行业指数ETF,恒生生物科技ETF易方达,易方达恒生生物科技交易型开放式指数证券投资基金,易方达基金,HSBIO.HI,20251020,
159126.SZ,跨境ETF,港股通50ETF南方,南方中证港股通50交易型开放式指数证券投资基金,南方基金,930931.CSI,20251022,
159122.SZ,股票型ETF,创业板新能源ETF富国,富国创业板新能源交易型开放式指数证券投资基金,富国基金,399266.SZ,20251022,
159126.SZ,跨境规模指数ETF,港股通50ETF南方,南方中证港股通50交易型开放式指数证券投资基金,南方基金,930931.CSI,20251022,
159122.SZ,主题指数ETF,创业板新能源ETF富国,富国创业板新能源交易型开放式指数证券投资基金,富国基金,399266.SZ,20251022,
159105.SZ,跨境ETF,恒生生物科技ETF易方达,易方达恒生生物科技交易型开放式指数证券投资基金,易方达基金,HSBIO.HI,20251020,
520960.SH,跨境ETF,恒指港股通ETF,嘉实恒指港股通交易型开放式指数证券投资基金,嘉实基金,HSISC.HI,20251022,
520960.SH,跨境主题指数ETF,恒指港股通ETF,嘉实恒指港股通交易型开放式指数证券投资基金,嘉实基金,HSISC.HI,20251022,
563750.SH,股票型ETF,中证500指数ETF,汇添富中证500交易型开放式指数证券投资基金,汇添富基金,000905.SH,20251022,
563750.SH,规模指数ETF,中证500指数ETF,汇添富中证500交易型开放式指数证券投资基金,汇添富基金,000905.SH,20251022,
510670.SH,股票型ETF,上证180ETF华夏,华夏上证180交易型开放式指数证券投资基金,华夏基金,000010.SH,20251020,
510670.SH,规模指数ETF,上证180ETF华夏,华夏上证180交易型开放式指数证券投资基金,华夏基金,000010.SH,20251020,
530100.SH,规模指数ETF,上证580ETF易方达,易方达上证580交易型开放式指数证券投资基金,易方达基金,950580.CSI,20251010,
159106.SZ,主题指数ETF,民企300ETF,前海开源中证民企300交易型开放式指数证券投资基金,前海开源基金,931265.CSI,20250926,
530100.SH,股票型ETF,上证580ETF易方达,易方达上证580交易型开放式指数证券投资基金,易方达基金,950580.CSI,20251010,
159106.SZ,股票型ETF,民企300ETF,前海开源中证民企300交易型开放式指数证券投资基金,前海开源基金,931265.CSI,20250926,
512630.SH,主题指数ETF,卫星ETF广发,广发中证卫星产业交易型开放式指数证券投资基金,广发基金,931594.CSI,20251013,
512630.SH,股票型ETF,卫星ETF广发,广发中证卫星产业交易型开放式指数证券投资基金,广发基金,931594.CSI,20251013,
159285.SZ,跨境ETF,港股通消费ETF华安,华安国证港股通消费主题交易型开放式指数证券投资基金,华安基金,987024.CNI,20251009,
159285.SZ,跨境主题指数ETF,港股通消费ETF华安,华安国证港股通消费主题交易型开放式指数证券投资基金,华安基金,987024.CNI,20251009,
589950.SH,股票型ETF,科创100ETF富国,富国上证科创板100交易型开放式指数证券投资基金,富国基金,000698.SH,20250929,
563890.SH,策略指数ETF,国企红利ETF创金合信,创金合信中证国有企业红利交易型开放式指数证券投资基金,创金合信基金,000824.CSI,20250924,
159117.SZ,跨境策略指数ETF,港股通红利低波ETF,鹏华标普港股通低波红利交易型开放式指数证券投资基金,鹏华基金,SPAHLVHP.SPI,20250930,
159117.SZ,跨境ETF,港股通红利低波ETF,鹏华标普港股通低波红利交易型开放式指数证券投资基金,鹏华基金,SPAHLVHP.SPI,20250930,
589950.SH,规模指数ETF,科创100ETF富国,富国上证科创板100交易型开放式指数证券投资基金,富国基金,000698.SH,20250929,
563890.SH,股票型ETF,国企红利ETF创金合信,创金合信中证国有企业红利交易型开放式指数证券投资基金,创金合信基金,000824.CSI,20250924,
588140.SH,规模指数ETF,科创200ETF广发,广发上证科创板200交易型开放式指数证券投资基金,广发基金,000699.SH,20250926,
589110.SH,股票型ETF,科创人工智能ETF国泰,国泰上证科创板人工智能交易型开放式指数证券投资基金,国泰基金,950180.CSI,20250926,
589110.SH,主题指数ETF,科创人工智能ETF国泰,国泰上证科创板人工智能交易型开放式指数证券投资基金,国泰基金,950180.CSI,20250926,
588140.SH,股票型ETF,科创200ETF广发,广发上证科创板200交易型开放式指数证券投资基金,广发基金,000699.SH,20250926,
563670.SH,股票型ETF,金融科技ETF指数,鹏华中证金融科技主题交易型开放式指数证券投资基金,鹏华基金,930986.CSI,20250926,
563670.SH,主题指数ETF,金融科技ETF指数,鹏华中证金融科技主题交易型开放式指数证券投资基金,鹏华基金,930986.CSI,20250926,
520560.SH,跨境主题指数ETF,香港大盘30ETF,华宝港股通恒生中国(香港上市)30交易型开放式指数证券投资基金,华宝基金,HSFML25.HI,20250924,
520560.SH,跨境ETF,香港大盘30ETF,华宝港股通恒生中国(香港上市)30交易型开放式指数证券投资基金,华宝基金,HSFML25.HI,20250924,
589720.SH,主题指数ETF,科创创新药ETF国泰,国泰上证科创板创新药交易型开放式指数证券投资基金,国泰基金,950161.CSI,20250723,
589720.SH,股票型ETF,科创创新药ETF国泰,国泰上证科创板创新药交易型开放式指数证券投资基金,国泰基金,950161.CSI,20250723,
589120.SH,股票型ETF,科创创新药ETF汇添富,汇添富上证科创板创新药交易型开放式指数证券投资基金,汇添富基金,950161.CSI,20250910,
589120.SH,主题指数ETF,科创创新药ETF汇添富,汇添富上证科创板创新药交易型开放式指数证券投资基金,汇添富基金,950161.CSI,20250910,
159109.SZ,跨境规模指数ETF,恒生50ETF,景顺长城恒生港股通50交易型开放式指数证券投资基金,景顺长城基金,HSSC50.HI,20250925,
563690.SH,股票型ETF,红利低波ETF永赢,永赢中证红利低波动交易型开放式指数证券投资基金,永赢基金,h30269.CSI,20250923,
563690.SH,策略指数ETF,红利低波ETF永赢,永赢中证红利低波动交易型开放式指数证券投资基金,永赢基金,h30269.CSI,20250923,
159109.SZ,跨境ETF,恒生50ETF,景顺长城恒生港股通50交易型开放式指数证券投资基金,景顺长城基金,HSSC50.HI,20250925,
515720.SH,股票型ETF,金融科技ETF富国,富国中证金融科技主题交易型开放式指数证券投资基金,富国基金,930986.CSI,20250922,
515720.SH,主题指数ETF,金融科技ETF富国,富国中证金融科技主题交易型开放式指数证券投资基金,富国基金,930986.CSI,20250922,
520920.SH,跨境ETF,恒生科技ETF天弘,天弘恒生科技交易型开放式指数证券投资基金(QDII),天弘基金,HSTECH.HI,20250922,
520580.SH,跨境主题指数ETF,新兴亚洲ETF,招商利安新兴亚洲精选交易型开放式指数证券投资基金(QDII),招商基金,EMASIAUP.SG,20250116,
530380.SH,规模指数ETF,上证380ETF易方达,易方达上证380交易型开放式指数证券投资基金,易方达基金,000009.SH,20250922,
513730.SH,跨境主题指数ETF,东南亚科技ETF,华泰柏瑞南方东英新交所泛东南亚科技交易型开放式指数证券投资基金(QDII),华泰柏瑞基金,ASIATECP.SG,20231115,
520920.SH,跨境行业指数ETF,恒生科技ETF天弘,天弘恒生科技交易型开放式指数证券投资基金(QDII),天弘基金,HSTECH.HI,20250922,
520580.SH,跨境ETF,新兴亚洲ETF,招商利安新兴亚洲精选交易型开放式指数证券投资基金(QDII),招商基金,EMASIAUP.SG,20250116,
530380.SH,股票型ETF,上证380ETF易方达,易方达上证380交易型开放式指数证券投资基金,易方达基金,000009.SH,20250922,
513730.SH,跨境ETF,东南亚科技ETF,华泰柏瑞南方东英新交所泛东南亚科技交易型开放式指数证券投资基金(QDII),华泰柏瑞基金,ASIATECP.SG,20231115,
159279.SZ,股票型ETF,创业板人工智能ETF华安,华安创业板人工智能交易型开放式指数证券投资基金,华安基金,970070.CNI,20250917,
159279.SZ,主题指数ETF,创业板人工智能ETF华安,华安创业板人工智能交易型开放式指数证券投资基金,华安基金,970070.CNI,20250917,
159275.SZ,行业指数ETF,农牧渔ETF,华宝中证全指农牧渔交易型开放式指数证券投资基金,华宝基金,930910.CSI,20250919,
159275.SZ,股票型ETF,农牧渔ETF,华宝中证全指农牧渔交易型开放式指数证券投资基金,华宝基金,930910.CSI,20250919,
589780.SH,规模指数ETF,科创200ETF富国,富国上证科创板200交易型开放式指数证券投资基金,富国基金,000699.SH,20250917,
563600.SH,规模指数ETF,A500增强ETF易方达,易方达中证A500增强策略交易型开放式指数证券投资基金,易方达基金,000510.SH,20250910,
563600.SH,股票型ETF,A500增强ETF易方达,易方达中证A500增强策略交易型开放式指数证券投资基金,易方达基金,000510.SH,20250910,
159288.SZ,规模指数ETF,创业板综ETF银华,银华创业板综合交易型开放式指数证券投资基金,银华基金,399102.SZ,20250917,
159288.SZ,股票型ETF,创业板综ETF银华,银华创业板综合交易型开放式指数证券投资基金,银华基金,399102.SZ,20250917,
589780.SH,股票型ETF,科创200ETF富国,富国上证科创板200交易型开放式指数证券投资基金,富国基金,000699.SH,20250917,
159269.SZ,跨境ETF,港股通科技ETF南方,南方中证港股通科技交易型开放式指数证券投资基金,南方基金,931573.CSI,20250630,
159269.SZ,跨境主题指数ETF,港股通科技ETF南方,南方中证港股通科技交易型开放式指数证券投资基金,南方基金,931573.CSI,20250630,
520720.SH,跨境主题指数ETF,香港汽车ETF,国泰中证港股通汽车产业主题交易型开放式指数证券投资基金,国泰基金,931239.CSI,20250917,
520720.SH,跨境ETF,香港汽车ETF,国泰中证港股通汽车产业主题交易型开放式指数证券投资基金,国泰基金,931239.CSI,20250917,
551060.SH,债券型ETF,科创债ETF中银,中银上证AAA科技创新公司债交易型开放式指数证券投资基金,中银基金,950167.CSI,20250917,
159112.SZ,债券型ETF,科创债ETF银华,银华中证AAA科技创新公司债交易型开放式指数证券投资基金,银华基金,932160.CSI,20250917,
551520.SH,债券型ETF,科创债ETF汇添富,汇添富中证AAA科技创新公司债交易型开放式指数证券投资基金,汇添富基金,932160.CSI,20250917,
551580.SH,债券型ETF,科创债ETF泰康,泰康中证AAA科技创新公司债交易型开放式指数证券投资基金,泰康基金,932160.CSI,20250917,
159110.SZ,债券型ETF,科创债ETF万家,万家深证AAA科技创新公司债交易型开放式指数证券投资基金,万家基金,921130.CNI,20250917,
159111.SZ,债券型ETF,科创债ETF天弘,天弘中证AAA科技创新公司债交易型开放式指数证券投资基金,天弘基金,932160.CSI,20250917,
159113.SZ,债券型ETF,科创债ETF大成,大成中证AAA科技创新公司债交易型开放式指数证券投资基金,大成基金,932160.CSI,20250917,
551300.SH,债券型ETF,科创债ETF摩根,摩根上证AAA科技创新公司债交易型开放式指数证券投资基金,摩根基金,950167.CSI,20250917,
551510.SH,债券型ETF,科创债ETF华泰柏瑞,华泰柏瑞中证AAA科技创新公司债交易型开放式指数证券投资基金,华泰柏瑞基金,932160.CSI,20250917,
551560.SH,债券型ETF,科创债ETF兴业,兴业中证AAA科技创新公司债交易型开放式指数证券投资基金,兴业基金,932160.CSI,20250917,
551800.SH,债券型ETF,科创债ETF国泰,国泰中证AAA科技创新公司债交易型开放式指数证券投资基金,国泰基金,932160.CSI,20250917,
159115.SZ,债券型ETF,科创债ETF华安,华安中证AAA科技创新公司债交易型开放式指数证券投资基金,华安基金,932160.CSI,20250917,
159116.SZ,债券型ETF,科创债ETF工银,工银瑞信中证AAA科技创新公司债交易型开放式指数证券投资基金,工银瑞信基金,932160.CSI,20250917,
511150.SH,债券型ETF,科创债ETF永赢,永赢上证AAA科技创新公司债交易型开放式指数证券投资基金,永赢基金,950167.CSI,20250917,
589960.SH,主题指数ETF,科创新能源ETF易方达,易方达上证科创板新能源交易型开放式指数证券投资基金,易方达基金,000692.SH,20250910,
159297.SZ,跨境ETF,港股通创新药ETF南方,南方国证港股通创新药交易型开放式指数证券投资基金,南方基金,987018.CNI,20250912,
159297.SZ,跨境主题指数ETF,港股通创新药ETF南方,南方国证港股通创新药交易型开放式指数证券投资基金,南方基金,987018.CNI,20250912,
589960.SH,股票型ETF,科创新能源ETF易方达,易方达上证科创板新能源交易型开放式指数证券投资基金,易方达基金,000692.SH,20250910,
159107.SZ,主题指数ETF,创业板软件ETF富国,富国创业板软件交易型开放式指数证券投资基金,富国基金,399264.SZ,20250910,
159107.SZ,股票型ETF,创业板软件ETF富国,富国创业板软件交易型开放式指数证券投资基金,富国基金,399264.SZ,20250910,
159272.SZ,股票型ETF,机器人ETF富国,富国国证机器人产业交易型开放式指数证券投资基金,富国基金,980022.CNI,20250908,
159272.SZ,主题指数ETF,机器人ETF富国,富国国证机器人产业交易型开放式指数证券投资基金,富国基金,980022.CNI,20250908,
560570.SH,策略指数ETF,A500红利ETF,国联安中证A500红利低波动交易型开放式指数证券投资基金,国联安基金,932422.CSI,20250910,
560570.SH,股票型ETF,A500红利ETF,国联安中证A500红利低波动交易型开放式指数证券投资基金,国联安基金,932422.CSI,20250910,
511270.SH,债券型ETF,10年地方债ETF,上证10年期地方政府债交易型开放式指数证券投资基金,海富通基金,h40109.SH,20181012,
511060.SH,债券型ETF,5年地方债ETF,海富通上证5年期地方政府债交易型开放式指数证券投资基金,海富通基金,h40045.CSI,20191107,
159892.SZ,跨境ETF,恒生医药ETF,华夏恒生生物科技交易型开放式指数证券投资基金(QDII),华夏基金,HSBIO.HI,20210929,
159892.SZ,跨境行业指数ETF,恒生医药ETF,华夏恒生生物科技交易型开放式指数证券投资基金(QDII),华夏基金,HSBIO.HI,20210929,
159615.SZ,跨境ETF,恒生生物科技ETF,南方恒生生物科技交易型开放式指数证券投资基金(QDII),南方基金,HSBIO.HI,20220617,
513280.SH,跨境行业指数ETF,恒生生物科技ETF,汇添富恒生生物科技交易型开放式指数证券投资基金(QDII),汇添富基金,HSBIO.HI,20220705,
513280.SH,跨境ETF,恒生生物科技ETF,汇添富恒生生物科技交易型开放式指数证券投资基金(QDII),汇添富基金,HSBIO.HI,20220705,
159615.SZ,跨境行业指数ETF,恒生生物科技ETF,南方恒生生物科技交易型开放式指数证券投资基金(QDII),南方基金,HSBIO.HI,20220617,
159102.SZ,跨境行业指数ETF,港股通生物科技ETF,华安恒生生物科技交易型开放式指数证券投资基金,华安基金,HSBIO.HI,20250905,
159102.SZ,跨境ETF,港股通生物科技ETF,华安恒生生物科技交易型开放式指数证券投资基金,华安基金,HSBIO.HI,20250905,
159290.SZ,规模指数ETF,创业板综指增强ETF东财,西藏东财创业板综合增强策略交易型开放式指数证券投资基金,东财基金,399102.SZ,20250909,
159290.SZ,股票型ETF,创业板综指增强ETF东财,西藏东财创业板综合增强策略交易型开放式指数证券投资基金,东财基金,399102.SZ,20250909,
563230.SH,主题指数ETF,卫星ETF,富国中证卫星产业交易型开放式指数证券投资基金,富国基金,931594.CSI,20250904,
563230.SH,股票型ETF,卫星ETF,富国中证卫星产业交易型开放式指数证券投资基金,富国基金,931594.CSI,20250904,
159716.SZ,股票型ETF,深证100ETF华宝,华宝深证100交易型开放式指数证券投资基金,华宝基金,399088.SZ,20210618,20250910
159716.SZ,股票型ETF,深证100ETF华宝,华宝深证100交易型开放式指数证券投资基金,华宝基金,399330.SZ,20250911,
159716.SZ,规模指数ETF,深证100ETF华宝,华宝深证100交易型开放式指数证券投资基金,华宝基金,399330.SZ,20250911,
159716.SZ,规模指数ETF,深证100ETF华宝,华宝深证100交易型开放式指数证券投资基金,华宝基金,399088.SZ,20210618,20250910
159289.SZ,股票型ETF,创业板综指ETF鹏华,鹏华创业板综合交易型开放式指数证券投资基金,鹏华基金,399102.SZ,20250903,
159289.SZ,规模指数ETF,创业板综指ETF鹏华,鹏华创业板综合交易型开放式指数证券投资基金,鹏华基金,399102.SZ,20250903,
589820.SH,股票型ETF,科创200ETF建信,建信上证科创板200交易型开放式指数证券投资基金,建信基金,000699.SH,20250827,
589820.SH,规模指数ETF,科创200ETF建信,建信上证科创板200交易型开放式指数证券投资基金,建信基金,000699.SH,20250827,
588550.SH,股票型ETF,科创综指增强ETF易方达,易方达上证科创板综合增强策略交易型开放式指数证券投资基金,易方达基金,000680.SH,20250827,
588550.SH,规模指数ETF,科创综指增强ETF易方达,易方达上证科创板综合增强策略交易型开放式指数证券投资基金,易方达基金,000680.SH,20250827,
159299.SZ,股票型ETF,金融科技ETF易方达,易方达中证金融科技主题交易型开放式指数证券投资基金,易方达基金,930986.CSI,20250903,
159299.SZ,主题指数ETF,金融科技ETF易方达,易方达中证金融科技主题交易型开放式指数证券投资基金,易方达基金,930986.CSI,20250903,
159103.SZ,股票型ETF,金融科技ETF汇添富,汇添富中证金融科技主题交易型开放式指数证券投资基金,汇添富基金,930986.CSI,20250829,
159103.SZ,主题指数ETF,金融科技ETF汇添富,汇添富中证金融科技主题交易型开放式指数证券投资基金,汇添富基金,930986.CSI,20250829,
159298.SZ,规模指数ETF,创业板50ETF大成,大成创业板50交易型开放式指数证券投资基金,大成基金,399673.SZ,20250829,
159298.SZ,股票型ETF,创业板50ETF大成,大成创业板50交易型开放式指数证券投资基金,大成基金,399673.SZ,20250829,
561680.SH,策略指数ETF,中证A500红利低波ETF,平安中证A500红利低波动交易型开放式指数证券投资基金,平安基金,932422.CSI,20250827,
589560.SH,主题指数ETF,科创人工智能ETF汇添富,汇添富上证科创板人工智能交易型开放式指数证券投资基金,汇添富基金,950180.CSI,20250825,
561680.SH,股票型ETF,中证A500红利低波ETF,平安中证A500红利低波动交易型开放式指数证券投资基金,平安基金,932422.CSI,20250827,
589560.SH,股票型ETF,科创人工智能ETF汇添富,汇添富上证科创板人工智能交易型开放式指数证券投资基金,汇添富基金,950180.CSI,20250825,
159296.SZ,股票型ETF,A500红利低波ETF,华宝中证A500红利低波动交易型开放式指数证券投资基金,华宝基金,932422.CSI,20250827,
589020.SH,股票型ETF,科创半导体ETF鹏华,鹏华上证科创板半导体材料设备主题交易型开放式指数证券投资基金,鹏华基金,950125.CSI,20250827,
