S_INFO_WINDCODE,ETF_CLASS_NAME,FUND_NAME,FUND_FULLNAME,FUND_MANAGER,S_INFO_INDEXWINDCODE,ENTRY_DT,REMOVE_DT
513330.SH,跨境ETF,恒生互联网ETF,华夏恒生互联网科技业交易型开放式指数证券投资基金(QDII),华夏基金,HSIII.HI,20210126,
513330.SH,跨境行业指数ETF,恒生互联网ETF,华夏恒生互联网科技业交易型开放式指数证券投资基金(QDII),华夏基金,HSIII.HI,20210126,
159843.SZ,股票型ETF,食品饮料ETF,招商国证食品饮料行业交易型开放式指数证券投资基金,招商基金,399396.SZ,20210125,
517050.SH,股票型ETF,互联网ETF华泰柏瑞,华泰柏瑞中证沪港深互联网交易型开放式指数证券投资基金,华泰柏瑞基金,930625.CSI,20210125,
517050.SH,主题指数ETF,互联网ETF华泰柏瑞,华泰柏瑞中证沪港深互联网交易型开放式指数证券投资基金,华泰柏瑞基金,930625.CSI,20210125,
517200.SH,主题指数ETF,互联网ETF,嘉实中证沪港深互联网交易型开放式指数证券投资基金,嘉实基金,930625.CSI,20210125,
517200.SH,股票型ETF,互联网ETF,嘉实中证沪港深互联网交易型开放式指数证券投资基金,嘉实基金,930625.CSI,20210125,
159843.SZ,主题指数ETF,食品饮料ETF,招商国证食品饮料行业交易型开放式指数证券投资基金,招商基金,399396.SZ,20210125,
159856.SZ,主题指数ETF,互联网龙头ETF,工银瑞信中证沪港深互联网交易型开放式指数证券投资基金,工银瑞信基金,930625.CSI,20210122,
159856.SZ,股票型ETF,互联网龙头ETF,工银瑞信中证沪港深互联网交易型开放式指数证券投资基金,工银瑞信基金,930625.CSI,20210122,
516160.SH,股票型ETF,新能源ETF,南方中证新能源交易型开放式指数证券投资基金,南方基金,399808.SZ,20210122,
516160.SH,主题指数ETF,新能源ETF,南方中证新能源交易型开放式指数证券投资基金,南方基金,399808.SZ,20210122,
516050.SH,主题指数ETF,科技龙头ETF,工银瑞信中证科技龙头交易型开放式指数证券投资基金,工银瑞信基金,931087.CSI,20210121,
516050.SH,股票型ETF,科技龙头ETF,工银瑞信中证科技龙头交易型开放式指数证券投资基金,工银瑞信基金,931087.CSI,20210121,
515910.SH,策略指数ETF,质量ETF,中金MSCI中国A股国际质量交易型开放式指数证券投资基金,中金基金,707717L.MI,20210121,
515910.SH,股票型ETF,质量ETF,中金MSCI中国A股国际质量交易型开放式指数证券投资基金,中金基金,707717L.MI,20210121,
159837.SZ,主题指数ETF,生物科技ETF,易方达中证生物科技主题交易型开放式指数证券投资基金,易方达基金,930743.CSI,20210114,
159837.SZ,股票型ETF,生物科技ETF,易方达中证生物科技主题交易型开放式指数证券投资基金,易方达基金,930743.CSI,20210114,
515400.SH,股票型ETF,大数据ETF,富国中证大数据产业交易型开放式指数证券投资基金,富国基金,930902.CSI,20210107,
515400.SH,主题指数ETF,大数据ETF,富国中证大数据产业交易型开放式指数证券投资基金,富国基金,930902.CSI,20210107,
516880.SH,股票型ETF,光伏50ETF,银华中证光伏产业交易型开放式指数证券投资基金,银华基金,931151.CSI,20210105,
516880.SH,主题指数ETF,光伏50ETF,银华中证光伏产业交易型开放式指数证券投资基金,银华基金,931151.CSI,20210105,
515920.SH,股票型ETF,智能消费ETF,博时中证智能消费主题交易型开放式指数证券投资基金,博时基金,930648.CSI,20201230,
515920.SH,主题指数ETF,智能消费ETF,博时中证智能消费主题交易型开放式指数证券投资基金,博时基金,930648.CSI,20201230,
515170.SH,主题指数ETF,食品饮料ETF,华夏中证细分食品饮料产业主题交易型开放式指数证券投资基金,华夏基金,000815.CSI,20201230,
515170.SH,股票型ETF,食品饮料ETF,华夏中证细分食品饮料产业主题交易型开放式指数证券投资基金,华夏基金,000815.CSI,20201230,
513550.SH,跨境ETF,港股通50ETF,华泰柏瑞中证港股通50交易型开放式指数证券投资基金,华泰柏瑞基金,930931.CSI,20201230,
513550.SH,跨境规模指数ETF,港股通50ETF,华泰柏瑞中证港股通50交易型开放式指数证券投资基金,华泰柏瑞基金,930931.CSI,20201230,
159828.SZ,股票型ETF,医疗ETF,国泰中证医疗交易型开放式指数证券投资基金,国泰基金,399989.SZ,20201224,
159828.SZ,主题指数ETF,医疗ETF,国泰中证医疗交易型开放式指数证券投资基金,国泰基金,399989.SZ,20201224,
515710.SH,股票型ETF,食品ETF,华宝中证细分食品饮料产业主题交易型开放式指数证券投资基金,华宝基金,000815.CSI,20201224,
515710.SH,主题指数ETF,食品ETF,华宝中证细分食品饮料产业主题交易型开放式指数证券投资基金,华宝基金,000815.CSI,20201224,
515250.SH,股票型ETF,智能汽车ETF,富国中证智能汽车主题交易型开放式指数证券投资基金,富国基金,930721.CSI,20201224,
515250.SH,主题指数ETF,智能汽车ETF,富国中证智能汽车主题交易型开放式指数证券投资基金,富国基金,930721.CSI,20201224,
515290.SH,行业指数ETF,银行ETF天弘,天弘中证银行交易型开放式指数证券投资基金,天弘基金,399986.SZ,20201211,
515290.SH,股票型ETF,银行ETF天弘,天弘中证银行交易型开放式指数证券投资基金,天弘基金,399986.SZ,20201211,
159827.SZ,主题指数ETF,农业50ETF,银华中证农业主题交易型开放式指数证券投资基金,银华基金,000949.CSI,20201210,
159827.SZ,股票型ETF,农业50ETF,银华中证农业主题交易型开放式指数证券投资基金,银华基金,000949.CSI,20201210,
159825.SZ,主题指数ETF,农业ETF,富国中证农业主题交易型开放式指数证券投资基金,富国基金,000949.CSI,20201210,
159825.SZ,股票型ETF,农业ETF,富国中证农业主题交易型开放式指数证券投资基金,富国基金,000949.CSI,20201210,
159824.SZ,股票型ETF,新能车ETF,博时中证新能源汽车交易型开放式指数证券投资基金,博时基金,399976.SZ,20201210,
159824.SZ,主题指数ETF,新能车ETF,博时中证新能源汽车交易型开放式指数证券投资基金,博时基金,399976.SZ,20201210,
515790.SH,主题指数ETF,光伏ETF,华泰柏瑞中证光伏产业交易型开放式指数证券投资基金,华泰柏瑞基金,931151.CSI,20201207,
515790.SH,股票型ETF,光伏ETF,华泰柏瑞中证光伏产业交易型开放式指数证券投资基金,华泰柏瑞基金,931151.CSI,20201207,
515120.SH,股票型ETF,创新药ETF,广发中证创新药产业交易型开放式指数证券投资基金,广发基金,931152.CSI,20201203,
515120.SH,主题指数ETF,创新药ETF,广发中证创新药产业交易型开放式指数证券投资基金,广发基金,931152.CSI,20201203,
515320.SH,股票型ETF,电子50ETF,华安中证电子50交易型开放式指数证券投资基金,华安基金,931461.CSI,20201125,
515320.SH,主题指数ETF,电子50ETF,华安中证电子50交易型开放式指数证券投资基金,华安基金,931461.CSI,20201125,
513300.SH,跨境规模指数ETF,纳斯达克ETF,华夏纳斯达克100交易型开放式指数证券投资基金(QDII),华夏基金,NDX.GI,20201022,
513300.SH,跨境ETF,纳斯达克ETF,华夏纳斯达克100交易型开放式指数证券投资基金(QDII),华夏基金,NDX.GI,20201022,
159821.SZ,股票型ETF,BOCI创业板ETF,中银证券创业板交易型开放式指数证券投资基金,中银证券,399006.SZ,20200929,
159821.SZ,规模指数ETF,BOCI创业板ETF,中银证券创业板交易型开放式指数证券投资基金,中银证券,399006.SZ,20200929,
159822.SZ,跨境行业指数ETF,新经济ETF,银华工银南方东英标普中国新经济行业交易型开放式指数证券投资基金(QDII),银华基金,SPNCSCHN.SPI,20200929,
159822.SZ,跨境ETF,新经济ETF,银华工银南方东英标普中国新经济行业交易型开放式指数证券投资基金(QDII),银华基金,SPNCSCHN.SPI,20200929,
588000.SH,股票型ETF,科创50ETF,华夏上证科创板50成份交易型开放式指数证券投资基金,华夏基金,000688.SH,20200928,
588000.SH,规模指数ETF,科创50ETF,华夏上证科创板50成份交易型开放式指数证券投资基金,华夏基金,000688.SH,20200928,
588050.SH,规模指数ETF,科创ETF,工银瑞信上证科创板50成份交易型开放式指数证券投资基金,工银瑞信基金,000688.SH,20200928,
588050.SH,股票型ETF,科创ETF,工银瑞信上证科创板50成份交易型开放式指数证券投资基金,工银瑞信基金,000688.SH,20200928,
588080.SH,股票型ETF,科创板50ETF,易方达上证科创板50成份交易型开放式指数证券投资基金,易方达基金,000688.SH,20200928,
588080.SH,规模指数ETF,科创板50ETF,易方达上证科创板50成份交易型开放式指数证券投资基金,易方达基金,000688.SH,20200928,
588090.SH,股票型ETF,科创板ETF,华泰柏瑞上证科创板50成份交易型开放式指数证券投资基金,华泰柏瑞基金,000688.SH,20200928,
588090.SH,规模指数ETF,科创板ETF,华泰柏瑞上证科创板50成份交易型开放式指数证券投资基金,华泰柏瑞基金,000688.SH,20200928,
515530.SH,股票型ETF,中证500ETF泰康,泰康中证500交易型开放式指数证券投资基金,泰康基金,000905.SH,20200918,
515530.SH,规模指数ETF,中证500ETF泰康,泰康中证500交易型开放式指数证券投资基金,泰康基金,000905.SH,20200918,
515760.SH,股票型ETF,浙江国资ETF,华夏中证浙江国资创新发展交易型开放式指数证券投资基金,华夏基金,931372.CSI,20200917,
515760.SH,主题指数ETF,浙江国资ETF,华夏中证浙江国资创新发展交易型开放式指数证券投资基金,华夏基金,931372.CSI,20200917,
159981.SZ,商品型ETF,能源化工ETF,建信易盛郑商所能源化工期货交易型开放式指数证券投资基金,建信基金,000201.CZC,20191213,
511020.SH,债券型ETF,国债ETF5至10年,平安中证5-10年期国债活跃券交易型开放式指数证券投资基金,平安基金,h21018.CSI,20181221,20200913
511020.SH,债券型ETF,国债ETF5至10年,平安中证5-10年期国债活跃券交易型开放式指数证券投资基金,平安基金,931018.CSI,20200914,
510370.SH,股票型ETF,300指数ETF,兴业沪深300交易型开放式指数证券投资基金,兴业基金,000300.SH,20200911,
510370.SH,规模指数ETF,300指数ETF,兴业沪深300交易型开放式指数证券投资基金,兴业基金,000300.SH,20200911,
518890.SH,商品型ETF,中银上海金ETF,中银上海金交易型开放式证券投资基金,中银基金,SHAU.SGE,20200828,
510760.SH,股票型ETF,上证综指ETF,国泰上证综合交易型开放式指数证券投资基金,国泰基金,000001.SH,20200821,
510760.SH,规模指数ETF,上证综指ETF,国泰上证综合交易型开放式指数证券投资基金,国泰基金,000001.SH,20200821,
159820.SZ,规模指数ETF,中证500ETF天弘,天弘中证500交易型开放式指数证券投资基金,天弘基金,000905.SH,20200807,
159820.SZ,股票型ETF,中证500ETF天弘,天弘中证500交易型开放式指数证券投资基金,天弘基金,000905.SH,20200807,
159808.SZ,股票型ETF,创100ETF融通,融通创业板交易型开放式指数证券投资基金,融通基金,399006.SZ,20200805,
159808.SZ,规模指数ETF,创100ETF融通,融通创业板交易型开放式指数证券投资基金,融通基金,399006.SZ,20200805,
518860.SH,商品型ETF,黄金ETFAU,建信上海金交易型开放式证券投资基金,建信基金,SHAU.SGE,20200805,
511360.SH,债券型ETF,短融ETF,海富通中证短融交易型开放式指数证券投资基金,海富通基金,h11014.CSI,20200803,
159816.SZ,债券型ETF,0-4地债ETF,鹏华中证0-4年期地方政府债交易型开放式指数证券投资基金,鹏华基金,931161.CSI,20200730,
159819.SZ,主题指数ETF,人工智能ETF,易方达中证人工智能主题交易型开放式指数证券投资基金,易方达基金,930713.CSI,20200727,
159819.SZ,股票型ETF,人工智能ETF,易方达中证人工智能主题交易型开放式指数证券投资基金,易方达基金,930713.CSI,20200727,
515260.SH,主题指数ETF,电子ETF,华宝中证电子50交易型开放式指数证券投资基金,华宝基金,931461.CSI,20200717,
515260.SH,股票型ETF,电子ETF,华宝中证电子50交易型开放式指数证券投资基金,华宝基金,931461.CSI,20200717,
511180.SH,债券型ETF,上证可转债ETF,海富通上证投资级可转债及可交换债券交易型开放式指数证券投资基金,海富通基金,950041.CSI,20200713,
518600.SH,商品型ETF,上海金ETF,广发上海金交易型开放式证券投资基金,广发基金,SHAU.SGE,20200708,
518680.SH,商品型ETF,金ETF,富国上海金交易型开放式证券投资基金,富国基金,SHAU.SGE,20200706,
510570.SH,股票型ETF,兴业中证500ETF,兴业中证500交易型开放式指数证券投资基金,兴业基金,000905.SH,20200630,
510570.SH,规模指数ETF,兴业中证500ETF,兴业中证500交易型开放式指数证券投资基金,兴业基金,000905.SH,20200630,
515560.SH,行业指数ETF,证券ETF建信,建信中证全指证券公司交易型开放式指数证券投资基金,建信基金,399975.SZ,20200629,
515560.SH,股票型ETF,证券ETF建信,建信中证全指证券公司交易型开放式指数证券投资基金,建信基金,399975.SZ,20200629,
159814.SZ,股票型ETF,创业大盘ETF,西部利得创业板大盘交易型开放式指数证券投资基金,西部利得基金,399293.SZ,20200619,
159814.SZ,规模指数ETF,创业大盘ETF,西部利得创业板大盘交易型开放式指数证券投资基金,西部利得基金,399293.SZ,20200619,
159810.SZ,规模指数ETF,创业板ETF浦银,浦银安盛创业板交易型开放式指数证券投资基金,浦银安盛基金,399006.SZ,20200612,
159810.SZ,股票型ETF,创业板ETF浦银,浦银安盛创业板交易型开放式指数证券投资基金,浦银安盛基金,399006.SZ,20200612,
513080.SH,跨境ETF,法国CAC40ETF,华安法国CAC40交易型开放式指数证券投资基金(QDII),华安基金,FCHI.GI,20200529,
513080.SH,跨境规模指数ETF,法国CAC40ETF,华安法国CAC40交易型开放式指数证券投资基金(QDII),华安基金,FCHI.GI,20200529,
515100.SH,策略指数ETF,红利低波100ETF,景顺长城中证红利低波动100交易型开放式指数证券投资基金,景顺长城基金,930955.CSI,20200522,
515100.SH,股票型ETF,红利低波100ETF,景顺长城中证红利低波动100交易型开放式指数证券投资基金,景顺长城基金,930955.CSI,20200522,
515770.SH,股票型ETF,摩根MSCIAETF,摩根MSCI中国A股交易型开放式指数证券投资基金,摩根基金,718711L.MI,20200513,
515770.SH,规模指数ETF,摩根MSCIAETF,摩根MSCI中国A股交易型开放式指数证券投资基金,摩根基金,718711L.MI,20200513,
515190.SH,股票型ETF,中银证券500ETF,中银证券中证500交易型开放式指数证券投资基金,中银证券,000905.SH,20200430,
515190.SH,规模指数ETF,中银证券500ETF,中银证券中证500交易型开放式指数证券投资基金,中银证券,000905.SH,20200430,
159812.SZ,商品型ETF,黄金基金ETF,前海开源黄金交易型开放式证券投资基金,前海开源基金,Au9999.SGE,20200429,
515960.SH,股票型ETF,医药ETF嘉实,嘉实中证医药健康100策略交易型开放式指数证券投资基金,嘉实基金,931166.CSI,20200424,
515960.SH,策略指数ETF,医药ETF嘉实,嘉实中证医药健康100策略交易型开放式指数证券投资基金,嘉实基金,931166.CSI,20200424,
518660.SH,商品型ETF,黄金ETF基金,工银瑞信黄金交易型开放式证券投资基金,工银瑞信基金,Au9999.SGE,20200424,
159813.SZ,主题指数ETF,半导体ETF,鹏华国证半导体芯片交易型开放式指数证券投资基金,鹏华基金,980017.CNI,20200417,
159813.SZ,股票型ETF,半导体ETF,鹏华国证半导体芯片交易型开放式指数证券投资基金,鹏华基金,980017.CNI,20200417,
518850.SH,商品型ETF,黄金ETF华夏,华夏黄金交易型开放式证券投资基金,华夏基金,Au9999.SGE,20200413,
510200.SH,行业指数ETF,上证券商ETF,汇安上证证券交易型开放式指数证券投资基金,汇安基金,950105.CSI,20200409,
510200.SH,股票型ETF,上证券商ETF,汇安上证证券交易型开放式指数证券投资基金,汇安基金,950105.CSI,20200409,
515130.SH,股票型ETF,沪深300ETF博时,博时沪深300交易型开放式指数证券投资基金,博时基金,000300.SH,20200403,
515130.SH,规模指数ETF,沪深300ETF博时,博时沪深300交易型开放式指数证券投资基金,博时基金,000300.SH,20200403,
159811.SZ,股票型ETF,5G50ETF,博时中证5G产业50交易型开放式指数证券投资基金,博时基金,931406.CSI,20200327,
159811.SZ,主题指数ETF,5G50ETF,博时中证5G产业50交易型开放式指数证券投资基金,博时基金,931406.CSI,20200327,
159991.SZ,股票型ETF,创大盘ETF,招商创业板大盘交易型开放式指数证券投资基金,招商基金,399293.SZ,20200320,
159991.SZ,规模指数ETF,创大盘ETF,招商创业板大盘交易型开放式指数证券投资基金,招商基金,399293.SZ,20200320,
515890.SH,股票型ETF,红利ETF博时,博时中证红利交易型开放式指数证券投资基金,博时基金,000922.CSI,20200320,
515890.SH,策略指数ETF,红利ETF博时,博时中证红利交易型开放式指数证券投资基金,博时基金,000922.CSI,20200320,
159992.SZ,股票型ETF,创新药ETF,银华中证创新药产业交易型开放式指数证券投资基金,银华基金,931152.CSI,20200320,
159992.SZ,主题指数ETF,创新药ETF,银华中证创新药产业交易型开放式指数证券投资基金,银华基金,931152.CSI,20200320,
159998.SZ,股票型ETF,计算机ETF,天弘中证计算机主题交易型开放式指数证券投资基金,天弘基金,930651.CSI,20200320,
159998.SZ,主题指数ETF,计算机ETF,天弘中证计算机主题交易型开放式指数证券投资基金,天弘基金,930651.CSI,20200320,
159807.SZ,主题指数ETF,科技ETF,易方达中证科技50交易型开放式指数证券投资基金,易方达基金,931380.CSI,20200316,
159807.SZ,股票型ETF,科技ETF,易方达中证科技50交易型开放式指数证券投资基金,易方达基金,931380.CSI,20200316,
515950.SH,主题指数ETF,医药龙头ETF,富国中证医药50交易型开放式指数证券投资基金,富国基金,931140.CSI,20200316,
515950.SH,股票型ETF,医药龙头ETF,富国中证医药50交易型开放式指数证券投资基金,富国基金,931140.CSI,20200316,
512380.SH,股票型ETF,MSCI中国ETF,银华MSCI中国A股交易型开放式指数证券投资基金,银华基金,718711L.MI,20190319,
512380.SH,规模指数ETF,MSCI中国ETF,银华MSCI中国A股交易型开放式指数证券投资基金,银华基金,718711L.MI,20190319,
513090.SH,跨境主题指数ETF,香港证券ETF,易方达中证香港证券投资主题交易型开放式指数证券投资基金,易方达基金,930709.CSI,20200313,
513090.SH,跨境ETF,香港证券ETF,易方达中证香港证券投资主题交易型开放式指数证券投资基金,易方达基金,930709.CSI,20200313,
159806.SZ,主题指数ETF,新能源车ETF,国泰中证新能源汽车交易型开放式指数证券投资基金,国泰基金,399976.SZ,20200310,
159806.SZ,股票型ETF,新能源车ETF,国泰中证新能源汽车交易型开放式指数证券投资基金,国泰基金,399976.SZ,20200310,
159805.SZ,主题指数ETF,传媒ETF,鹏华中证传媒交易型开放式指数证券投资基金,鹏华基金,399971.SZ,20200306,
159805.SZ,股票型ETF,传媒ETF,鹏华中证传媒交易型开放式指数证券投资基金,鹏华基金,399971.SZ,20200306,
511380.SH,债券型ETF,可转债ETF,博时中证可转债及可交换债券交易型开放式指数证券投资基金,博时基金,931078.CSI,20200306,
159804.SZ,股票型ETF,创中盘88ETF,国寿安保国证创业板中盘精选88交易型开放式指数证券投资基金,国寿安保基金,399291.SZ,20200304,
159804.SZ,策略指数ETF,创中盘88ETF,国寿安保国证创业板中盘精选88交易型开放式指数证券投资基金,国寿安保基金,399291.SZ,20200304,
515630.SH,主题指数ETF,保险证券ETF,鹏华中证800证券保险交易型开放式指数证券投资基金,鹏华基金,399966.SZ,20200228,
515630.SH,股票型ETF,保险证券ETF,鹏华中证800证券保险交易型开放式指数证券投资基金,鹏华基金,399966.SZ,20200228,
159997.SZ,股票型ETF,电子ETF,天弘中证电子交易型开放式指数证券投资基金,天弘基金,930652.CSI,20200227,
159997.SZ,主题指数ETF,电子ETF,天弘中证电子交易型开放式指数证券投资基金,天弘基金,930652.CSI,20200227,
159996.SZ,股票型ETF,家电ETF,国泰中证全指家用电器交易型开放式指数证券投资基金,国泰基金,930697.CSI,20200227,
159996.SZ,行业指数ETF,家电ETF,国泰中证全指家用电器交易型开放式指数证券投资基金,国泰基金,930697.CSI,20200227,
515030.SH,股票型ETF,新能源车ETF,华夏中证新能源汽车交易型开放式指数证券投资基金,华夏基金,399976.SZ,20200220,
515030.SH,主题指数ETF,新能源车ETF,华夏中证新能源汽车交易型开放式指数证券投资基金,华夏基金,399976.SZ,20200220,
515160.SH,股票型ETF,MSCI中国ETF招商,招商MSCI中国A股国际通交易型开放式指数证券投资基金,招商基金,716567.CSI,20200203,
515160.SH,规模指数ETF,MSCI中国ETF招商,招商MSCI中国A股国际通交易型开放式指数证券投资基金,招商基金,716567.CSI,20200203,
159994.SZ,主题指数ETF,5GETF,银华中证5G通信主题交易型开放式指数证券投资基金,银华基金,931079.CSI,20200122,
159994.SZ,股票型ETF,5GETF,银华中证5G通信主题交易型开放式指数证券投资基金,银华基金,931079.CSI,20200122,
515210.SH,主题指数ETF,钢铁ETF,国泰中证钢铁交易型开放式指数证券投资基金,国泰基金,930606.CSI,20200122,
515210.SH,股票型ETF,钢铁ETF,国泰中证钢铁交易型开放式指数证券投资基金,国泰基金,930606.CSI,20200122,
515220.SH,行业指数ETF,煤炭ETF,国泰中证煤炭交易型开放式指数证券投资基金,国泰基金,399998.SZ,20200120,
515220.SH,股票型ETF,煤炭ETF,国泰中证煤炭交易型开放式指数证券投资基金,国泰基金,399998.SZ,20200120,
515850.SH,股票型ETF,证券ETF富国,富国中证全指证券公司交易型开放式指数证券投资基金,富国基金,399975.SZ,20200121,
515850.SH,行业指数ETF,证券ETF富国,富国中证全指证券公司交易型开放式指数证券投资基金,富国基金,399975.SZ,20200121,
159801.SZ,股票型ETF,芯片ETF龙头,广发国证半导体芯片交易型开放式指数证券投资基金,广发基金,980017.CNI,20200120,
159995.SZ,主题指数ETF,芯片ETF,华夏国证半导体芯片交易型开放式指数证券投资基金,华夏基金,980017.CNI,20200120,
159995.SZ,股票型ETF,芯片ETF,华夏国证半导体芯片交易型开放式指数证券投资基金,华夏基金,980017.CNI,20200120,
159801.SZ,主题指数ETF,芯片ETF龙头,广发国证半导体芯片交易型开放式指数证券投资基金,广发基金,980017.CNI,20200120,
515090.SH,股票型ETF,可持续发展ETF,博时中证可持续发展100交易型开放式指数证券投资基金,博时基金,931268.CSI,20200119,
515090.SH,主题指数ETF,可持续发展ETF,博时中证可持续发展100交易型开放式指数证券投资基金,博时基金,931268.CSI,20200119,
515450.SH,股票型ETF,红利低波50ETF,南方标普中国A股大盘红利低波50交易型开放式指数证券投资基金,南方基金,SPCLLHCP.SPI,20200117,
515450.SH,策略指数ETF,红利低波50ETF,南方标普中国A股大盘红利低波50交易型开放式指数证券投资基金,南方基金,SPCLLHCP.SPI,20200117,
515700.SH,主题指数ETF,新能车ETF,平安中证新能源汽车产业交易型开放式指数证券投资基金,平安基金,930997.CSI,20191231,
515700.SH,股票型ETF,新能车ETF,平安中证新能源汽车产业交易型开放式指数证券投资基金,平安基金,930997.CSI,20191231,
515380.SH,股票型ETF,沪深300ETF泰康,泰康沪深300交易型开放式指数证券投资基金,泰康基金,000300.SH,20191227,
515380.SH,规模指数ETF,沪深300ETF泰康,泰康沪深300交易型开放式指数证券投资基金,泰康基金,000300.SH,20191227,
159993.SZ,股票型ETF,证券ETF龙头,鹏华国证证券龙头交易型开放式指数证券投资基金,鹏华基金,399437.SZ,20191226,
159993.SZ,主题指数ETF,证券ETF龙头,鹏华国证证券龙头交易型开放式指数证券投资基金,鹏华基金,399437.SZ,20191226,
515350.SH,股票型ETF,民生加银300ETF,民生加银沪深300交易型开放式指数证券投资基金,民生加银基金,000300.SH,20191224,
515350.SH,规模指数ETF,民生加银300ETF,民生加银沪深300交易型开放式指数证券投资基金,民生加银基金,000300.SH,20191224,
515980.SH,股票型ETF,人工智能ETF,华富中证人工智能产业交易型开放式指数证券投资基金,华富基金,931071.CSI,20191224,
515980.SH,主题指数ETF,人工智能ETF,华富中证人工智能产业交易型开放式指数证券投资基金,华富基金,931071.CSI,20191224,
159970.SZ,股票型ETF,深100ETF工银,工银瑞信深证100交易型开放式指数证券投资基金,工银瑞信基金,399330.SZ,20191219,
159970.SZ,规模指数ETF,深100ETF工银,工银瑞信深证100交易型开放式指数证券投资基金,工银瑞信基金,399330.SZ,20191219,
512730.SH,股票型ETF,银行ETF指数,鹏华中证银行交易型开放式指数证券投资基金,鹏华基金,399986.SZ,20191219,
512730.SH,行业指数ETF,银行ETF指数,鹏华中证银行交易型开放式指数证券投资基金,鹏华基金,399986.SZ,20191219,
515390.SH,股票型ETF,沪深300ETF指数基金,华安沪深300交易型开放式指数证券投资基金,华安基金,000300.SH,20191213,
515390.SH,规模指数ETF,沪深300ETF指数基金,华安沪深300交易型开放式指数证券投资基金,华安基金,000300.SH,20191213,
515070.SH,主题指数ETF,人工智能AIETF,华夏中证人工智能主题交易型开放式指数证券投资基金,华夏基金,930713.CSI,20191209,
515070.SH,股票型ETF,人工智能AIETF,华夏中证人工智能主题交易型开放式指数证券投资基金,华夏基金,930713.CSI,20191209,
515330.SH,规模指数ETF,沪深300ETF天弘,天弘沪深300交易型开放式指数证券投资基金,天弘基金,000300.SH,20191205,
515330.SH,股票型ETF,沪深300ETF天弘,天弘沪深300交易型开放式指数证券投资基金,天弘基金,000300.SH,20191205,
515310.SH,规模指数ETF,沪深300指数ETF,汇添富沪深300交易型开放式指数证券投资基金,汇添富基金,000300.SH,20191204,
515310.SH,股票型ETF,沪深300指数ETF,汇添富沪深300交易型开放式指数证券投资基金,汇添富基金,000300.SH,20191204,
159982.SZ,股票型ETF,中证500ETF鹏华,鹏华中证500交易型开放式指数证券投资基金,鹏华基金,000905.SH,20191121,
159982.SZ,规模指数ETF,中证500ETF鹏华,鹏华中证500交易型开放式指数证券投资基金,鹏华基金,000905.SH,20191121,
515080.SH,策略指数ETF,中证红利ETF,招商中证红利交易型开放式指数证券投资基金,招商基金,000922.CSI,20191128,
515080.SH,股票型ETF,中证红利ETF,招商中证红利交易型开放式指数证券投资基金,招商基金,000922.CSI,20191128,
515060.SH,股票型ETF,房地产ETF基金,华夏中证全指房地产交易型开放式指数证券投资基金,华夏基金,931775.CSI,20191128,
515060.SH,行业指数ETF,房地产ETF基金,华夏中证全指房地产交易型开放式指数证券投资基金,华夏基金,931775.CSI,20191128,
515180.SH,股票型ETF,红利ETF易方达,易方达中证红利交易型开放式指数证券投资基金,易方达基金,000922.CSI,20191126,
515180.SH,策略指数ETF,红利ETF易方达,易方达中证红利交易型开放式指数证券投资基金,易方达基金,000922.CSI,20191126,
515660.SH,股票型ETF,沪深300ETF国联安,国联安沪深300交易型开放式指数证券投资基金,国联安基金,000300.SH,20191125,
515660.SH,规模指数ETF,沪深300ETF国联安,国联安沪深300交易型开放式指数证券投资基金,国联安基金,000300.SH,20191125,
515750.SH,主题指数ETF,科技50ETF,富国中证科技50策略交易型开放式指数证券投资基金,富国基金,931186.CSI,20191115,
515750.SH,股票型ETF,科技50ETF,富国中证科技50策略交易型开放式指数证券投资基金,富国基金,931186.CSI,20191115,
515550.SH,股票型ETF,国联中证500ETF,国联中证500交易型开放式指数证券投资基金,国联基金,000905.SH,20191115,
515550.SH,规模指数ETF,国联中证500ETF,国联中证500交易型开放式指数证券投资基金,国联基金,000905.SH,20191115,
515590.SH,股票型ETF,500等权ETF,前海开源中证500等权重交易型开放式指数证券投资基金,前海开源基金,000982.SH,20191114,
515590.SH,策略指数ETF,500等权ETF,前海开源中证500等权重交易型开放式指数证券投资基金,前海开源基金,000982.SH,20191114,
159975.SZ,股票型ETF,深100ETF招商,招商深证100交易型开放式指数证券投资基金,招商基金,399330.SZ,20191107,
159975.SZ,规模指数ETF,深100ETF招商,招商深证100交易型开放式指数证券投资基金,招商基金,399330.SZ,20191107,
515110.SH,主题指数ETF,一带一路ETF易方达,易方达中证国企一带一路交易型开放式指数证券投资基金,易方达基金,000859.CSI,20191106,
515110.SH,股票型ETF,一带一路ETF易方达,易方达中证国企一带一路交易型开放式指数证券投资基金,易方达基金,000859.CSI,20191106,
515990.SH,主题指数ETF,国企一带一路ETF,汇添富中证国企一带一路交易型开放式指数证券投资基金,汇添富基金,000859.CSI,20191106,
515990.SH,股票型ETF,国企一带一路ETF,汇添富中证国企一带一路交易型开放式指数证券投资基金,汇添富基金,000859.CSI,20191106,
515150.SH,股票型ETF,一带一路ETF,富国中证国企一带一路交易型开放式指数证券投资基金,富国基金,000859.CSI,20191106,
515150.SH,主题指数ETF,一带一路ETF,富国中证国企一带一路交易型开放式指数证券投资基金,富国基金,000859.CSI,20191106,
